Actividad,Ligand.Efficiency.BEI,Ligand.Efficiency.LE,Ligand.Efficiency.LLE,Ligand.Efficiency.SEI,VALENCE,TOT_CHG,ATOM_CHG,NON_STD_ATOM,AROMATICITY,N_WARNINGS,MW,GD,nAT,nSK,nBT,nBO,RBN,nDB,nTB,nAB,nH,nC,nN,nO,nP,nS,nF,nCL,nBR,nI,nB,nHM,nHet,nX,H.,C.,N.,O.,X.,totalcharge,nCIC,nCIR,TRS,Rbrid,NRS,nR03,nR04,nR05,nR06,nR07,nR08,nR09,nR10,nR11,nR12,Hy,AMR,TPSA.NO.,TPSA.Tot.,MLOGP,ALOGP,SAtot,SAacc,SAdon,Vx,VvdwMG,VvdwZAZ,BLTF96,BLTD48,BLTA96,Ro5,DLS_01,DLS_02,DLS_03,DLS_04,DLS_05,DLS_06,DLS_07,DLS_cons,LLS_01,LLS_02,CMC.80,CMC.50,Inflammat.80,Inflammat.50,Depressant.80,Depressant.50,Psychotic.80,Psychotic.50,Hypertens.80,Hypertens.50,Hypnotic.80,Hypnotic.50,Neoplastic.80,Neoplastic.50,Infective.80,Infective.50
1,17.52,0.34,3.78,10.25,0,0,0,0,0,0,486.64,0.06417112,62,34,64,36,11,2,0,17,28,25,4,2,0,1,2,0,0,0,0,1,9,2,45.16129032,40.32258065,6.4516129,3.22580645,3.22580645,0,3,3,17,0,3,0,0,1,2,0,0,0,0,0,0,0.84030481,129.5743,83.12,111.36,3.76535809,4.4784,624.6818414,151.0278622,54.03225205,596.4451827,247.8217962,437.11,-4.59055438,-4.89709018,-4.99535809,0,1,0.66666667,0.83333333,1,0.5,0.83333333,0.5,0.76190476,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16.52,0.31,3.94,9.75,0,0,0,0,0,0,463.52,0.06595365,57,34,60,37,5,3,0,18,23,26,3,3,0,0,2,0,0,0,0,0,8,2,40.35087719,45.61403509,5.26315789,5.26315789,3.50877193,0,4,7,25,2,2,0,0,0,3,1,0,0,0,2,0,0.17664638,123.0345,78.51,78.51,3.41691996,3.5759,563.1150058,144.5008229,36.02150137,553.538206,230.2369697,416.05,-4.29438197,-4.56607396,-4.64691996,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.16666667,0.875,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,17.12,0.36,5.34,7.94,0,0,0,0,0,0,527.47,0.06417112,58,34,60,36,11,3,0,17,24,22,4,5,0,1,0,2,0,0,0,3,12,2,41.37931034,37.93103448,6.89655172,8.62068966,3.44827586,0,3,3,17,0,3,0,0,1,2,0,0,0,0,0,0,0.29333423,130.7072,113.76,122.14,2.11440464,3.8227,636.3569479,159.455951,60.69409384,597.4418605,248.2302707,432.5,-3.18724394,-3.32868441,-3.34440464,0,0.75,0.5,0.66666667,0.7,0.5,0.66666667,0.5,0.61190476,0.33333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15.82,0.34,3.19,8.89,0,0,0,0,0,0,489.46,0.0688172,57,31,58,32,10,3,0,12,26,21,2,5,0,1,0,2,0,0,0,3,10,2,45.61403509,36.84210526,3.50877193,8.77192982,3.50877193,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.26476208,123.1594,87.15,95.53,3.11704659,4.9845,629.0361705,127.7839847,42.68334316,573.2059801,238.2975328,421.74,-4.0394896,-4.28119426,-4.34704659,0,1,0.66666667,0.83333333,1,1,1,1,0.92857143,0.16666667,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.88,0.25,1.56,6.84,0,0,0,0,0,0,403.45,0.07586207,48,30,51,33,5,1,0,23,18,22,5,2,0,0,1,0,0,0,0,0,8,1,37.5,45.83333333,10.41666667,4.16666667,2.08333333,0,4,4,23,0,4,0,0,1,3,0,0,0,0,0,0,-0.31590454,110.9972,81.93,81.93,3.61848343,3.6241,479.9339605,119.2272233,18.01075068,480.3986711,200.2617505,343.09,-4.46571092,-4.75755926,-4.84848343,0,1,1,1,0.6,0,1,1,0.8,0.16666667,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,17.25,0.32,1.93,11.1,0,0,0,0,0,0,417.53,0.07311828,55,31,58,34,6,0,0,23,24,24,5,1,0,0,1,0,0,0,0,0,7,1,43.63636364,43.63636364,9.09090909,1.81818182,1.81818182,0,4,4,23,0,4,0,0,1,3,0,0,0,0,0,0,-0.36064975,122.0081,64.86,64.86,4.46512399,5.0953,532.0707315,94.08229626,18.01075068,524.6013289,218.3775938,371.54,-5.18535539,-5.56186779,-5.69512399,0,0.75,1,1,0.8,0.5,1,1,0.86428571,0.16666667,0.875,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,16.61,0.31,1.74,10.33,0,0,0,0,0,0,403.5,0.07586207,52,30,55,33,6,0,0,23,22,23,5,1,0,0,1,0,0,0,0,0,7,1,42.30769231,44.23076923,9.61538462,1.92307692,1.92307692,0,4,4,23,0,4,0,0,1,3,0,0,0,0,0,0,-0.34891959,116.9669,64.86,64.86,4.25575867,4.6091,505.9939958,94.08229626,18.01075068,501.1960133,208.7852514,354.24,-5.00739487,-5.36297074,-5.48575867,0,0.75,1,1,0.6,0.5,1,1,0.83571429,0.16666667,0.875,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
1,16.37,0.3,1.97,9.18,0,0,0,0,0,0,415.54,0.07311828,56,31,59,34,7,0,0,23,25,24,5,2,0,0,0,0,0,0,0,0,7,0,44.64285714,42.85714286,8.92857143,3.57142857,0,0,4,4,23,0,4,0,0,1,3,0,0,0,0,0,0,-0.36064975,123.2137,74.09,74.09,3.60174199,4.3872,544.3525438,90.12207088,18.01075068,531.4285714,221.175644,374.26,-4.4514807,-4.7416549,-4.83174199,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,457.57,0.06595365,61,34,64,37,6,3,0,18,27,27,3,4,0,0,0,0,0,0,0,0,7,0,44.26229508,44.26229508,4.91803279,6.55737705,0,0,4,7,25,2,2,0,0,0,3,1,0,0,0,2,0,0.78196088,128.5642,98.74,98.74,2.12178441,2.6542,609.7961829,157.2639395,78.70484453,580.8471761,241.4291705,430,-3.19351675,-3.33569519,-3.35178441,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.33333333,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,23.68,0.43,6.68,12.9,0,0,0,0,0,0,427.54,0.07056452,57,32,60,35,5,3,0,18,25,26,3,3,0,0,0,0,0,0,0,0,6,0,43.85964912,45.61403509,5.26315789,5.26315789,0,0,4,7,25,2,2,0,0,0,3,1,0,0,0,2,0,0.14601985,122.6017,78.51,78.51,2.67969228,3.1649,557.4474421,114.5805964,36.02150137,547.6910299,227.840586,403.91,-3.66773844,-3.86570767,-3.90969228,0,1,1,1,0.8,0.5,1,1,0.9,0.33333333,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1,24.07,0.46,7.24,13.29,0,0,0,0,0,0,433.47,0.07096774,53,31,55,33,5,3,0,12,22,22,3,3,0,0,3,0,0,0,0,0,9,3,41.50943396,41.50943396,5.66037736,5.66037736,5.66037736,0,3,6,19,2,1,0,0,0,2,1,0,0,0,2,0,0.25692521,106.3508,78.51,78.51,2.38019954,2.3008,526.7417114,159.4609362,36.02150137,502.3089701,209.2413812,384.1,-3.41316961,-3.58118956,-3.61019954,0,1,1,1,1,0.5,1,1,0.92857143,0.33333333,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,20.81,0.39,6.24,9.71,0,0,0,0,0,0,409.53,0.07356322,57,30,59,32,7,3,0,12,27,23,3,4,0,0,0,0,0,0,0,0,7,0,47.36842105,40.35087719,5.26315789,7.01754386,0,0,3,6,19,2,1,0,0,0,2,1,0,0,0,2,0,0.20993889,113.7806,87.74,87.74,1.51504659,1.7993,559.4326957,125.5804842,36.02150137,526.6943522,219.2353902,391.98,-2.6777896,-2.75929426,-2.74504659,0,1,1,1,1,1,1,1,1,0.33333333,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
1,13.86,0.29,3.19,9.03,0,0,0,0,0,0,514.04,0.06595365,60,34,63,37,6,3,0,12,26,23,3,4,0,1,2,1,0,0,0,2,11,3,43.33333333,38.33333333,5,6.66666667,5,0,4,4,24,0,4,0,0,0,4,0,0,0,0,0,0,-0.27530304,124.4084,78.95,87.33,3.14382815,4.5679,592.4592336,133.0316188,18.01075068,576.2790698,239.5569958,430.76,-4.06225393,-4.30663674,-4.37382815,0,0.75,0.83333333,0.83333333,0.9,0.5,0.83333333,1,0.80714286,0.16666667,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.71,0.3,1.08,10.41,0,0,0,0,0,0,408,0.08262108,53,27,55,29,6,2,0,12,26,21,1,3,0,1,0,1,0,0,0,2,6,1,49.05660377,39.62264151,1.88679245,5.66037736,1.88679245,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.34555568,111.3125,57.61,65.99,3.82458093,5.8785,531.8650239,88.51485589,42.68334316,505.89701,210.7118893,368.23,-4.64089379,-4.95335188,-5.05458093,0,1,1,1,1,0.5,1,1,0.92857143,0.16666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16.73,0.35,2.16,10.68,0,0,0,0,0,0,367.93,0.09057971,46,24,47,25,6,2,0,12,22,18,1,3,0,1,0,1,0,0,0,2,6,1,47.82608696,39.13043478,2.17391304,6.52173913,2.17391304,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.30083946,99.3117,57.61,65.99,3.54729949,4.8815,489.7583657,88.51485589,42.68334316,453.7209302,189.3282501,328.69,-4.40520457,-4.68993452,-4.77729949,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,13.15,0.24,1.87,6.6,0,0,0,0,0,0,425.54,0.07258065,55,32,59,36,5,0,1,22,23,24,7,1,0,0,0,0,0,0,0,0,8,0,41.81818182,43.63636364,12.72727273,1.81818182,0,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.74339949,124.5715,84.79,84.79,4.07141266,3.3081,523.5306923,95.29510197,0,529.6511628,220.4471979,372.47,-4.85070076,-5.18784202,-5.30141266,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,0.875,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1,13.71,0.25,2.18,8.09,0,0,0,0,0,0,460.56,0.06773619,59,34,63,38,5,1,0,22,25,25,6,2,0,0,1,0,0,0,0,0,9,1,42.37288136,42.37288136,10.16949153,3.38983051,1.69491525,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.7292991,127.2843,78.07,78.07,4.78763283,3.3769,556.8764274,104.3407865,0,556.2956811,231.3670824,396.27,-5.45948791,-5.86825119,-6.01763283,0,0.75,0.66666667,1,0.8,0.5,1,1,0.81666667,0.16666667,0.625,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,15.41,0.28,1.51,11.45,0,0,0,0,0,0,418.51,0.07526882,54,31,58,35,5,0,0,22,23,24,4,2,0,0,1,0,0,0,0,0,7,1,42.59259259,44.44444444,7.40740741,3.7037037,1.85185185,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.76710136,118.6788,56.32,56.32,4.53761089,5.051,498.0348871,75.20056226,0,506.8770764,211.1135559,359.61,-5.24696926,-5.63073034,-5.76761089,0,0.75,0.83333333,1,0.8,0.5,1,1,0.84047619,0.33333333,0.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,493.8,0.06031746,83,36,85,38,20,1,0,15,47,32,1,3,0,0,0,0,0,0,0,0,4,0,56.62650602,38.55421687,1.20481928,3.61445783,0,0,3,6,17,2,1,0,0,1,2,0,0,2,0,0,0,-0.49289454,149.3541,51.46,51.46,6.67382523,10.8978,760.1949816,78.82815808,42.68334316,708.7209302,293.8364468,511.27,-7.06275145,-7.66013397,-7.90382523,0,0.75,0.5,0.66666667,0.9,1,0.66666667,0.5,0.71190476,0.33333333,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,568.26,0.06116643,72,38,77,43,7,3,0,17,34,30,3,2,0,2,0,1,0,0,0,3,8,1,47.22222222,41.66666667,4.16666667,2.77777778,1.38888889,0,6,9,35,3,4,0,0,2,3,1,1,0,0,1,1,-0.40049646,160.2284,52.65,89.27,4.63077786,6.5394,680.015235,66.9665773,16.40499744,691.5614618,286.8038778,499.75,-5.32616118,-5.71923896,-5.86077786,1,0.5,0.5,0.83333333,0.7,0.5,0.83333333,1,0.6952381,0.16666667,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1286.87,0.02222222,202,91,202,91,37,12,0,6,111,65,11,15,0,0,0,0,0,0,0,0,26,0,54.95049505,32.17821782,5.44554455,7.42574257,0,0,1,1,6,0,1,0,0,0,1,0,0,0,0,0,0,5.88751543,340.9858,364.86,364.86,-0.48665556,6.025,2053.883799,532.8570456,198.1182575,1742.82392,717.6491477,1323.05,-0.97634277,-0.85767721,-0.74334444,1,0.25,0.33333333,0.33333333,0.7,1,0.16666667,0,0.39761905,0.16666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,333.51,0.10822511,41,22,44,25,3,2,0,11,19,17,1,2,0,2,0,0,0,0,0,2,5,0,46.34146341,41.46341463,2.43902439,4.87804878,0,0,4,7,23,3,2,0,0,2,1,1,1,0,0,1,1,-0.3095945,90.0126,46.17,82.79,3.03475599,3.9096,390.6987451,60.71794951,16.40499744,398.4551495,166.67834,283.82,-3.96954259,-4.20301819,-4.26475599,0,1,1,1,0.8,0.5,1,1,0.9,0.5,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1,17.72,0.33,2.58,12.81,0,0,0,0,0,0,417.53,0.07526882,55,31,59,35,4,0,0,22,24,24,5,1,0,0,1,0,0,0,0,0,7,1,43.63636364,43.63636364,9.09090909,1.81818182,1.81818182,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.76710136,116.6599,57.76,57.76,5.34961089,4.5106,506.6984168,76.19406769,0,513.7043189,213.9116061,361.82,-5.93716926,-6.40213034,-6.57961089,0,0.75,0.83333333,0.83333333,0.7,0.5,0.83333333,1,0.77857143,0.33333333,0.75,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
1,17.68,0.33,1.01,18.77,0,0,0,0,0,0,401.54,0.08128079,49,29,53,33,3,0,0,23,20,24,3,0,0,1,1,0,0,0,0,1,5,1,40.81632653,48.97959184,6.12244898,0,2.04081633,0,5,8,30,2,3,0,0,1,3,1,0,0,1,1,0,-0.4047197,117.0661,37.81,66.05,4.94057533,5.6613,464.2257038,66.54192305,18.01075068,490.8139535,204.5303088,346.9,-5.58948903,-6.01354657,-6.17057533,0,0.75,0.83333333,1,0.6,0.5,1,1,0.81190476,0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,345.47,0.09782609,44,24,47,27,3,2,0,12,20,19,1,2,0,1,1,0,0,0,0,1,5,1,45.45454545,43.18181818,2.27272727,4.54545455,2.27272727,0,4,7,24,3,2,0,0,1,2,1,1,0,0,1,1,-0.34197771,92.019,46.17,54.55,3.80946413,4.3286,408.1274459,75.67806279,16.40499744,413.8870432,173.0028866,303.34,-4.62804451,-4.93899092,-5.03946413,0,1,1,1,0.8,0.5,1,1,0.9,0.66666667,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1,14.59,0.28,2.05,8.86,0,0,0,0,0,0,377.65,0.07977208,66,27,67,28,11,1,0,5,39,21,5,1,0,0,0,0,0,0,0,0,6,0,59.09090909,31.81818182,7.57575758,1.51515152,0,0,2,2,10,0,2,0,0,2,0,0,0,0,0,0,0,0.23069234,112.17,62.19,62.19,3.1442967,3.3863,608.4262187,81.07627184,36.02150137,544.6843854,226.6083547,392.11,-4.0626522,-4.30708187,-4.3742967,0,1,0.83333333,0.83333333,1,1,0.83333333,0.5,0.85714286,0.16666667,0.875,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,10.47,0.19,1.32,5.54,0,0,0,0,0,0,449.53,0.07007576,57,33,61,37,5,2,0,17,24,24,5,3,0,0,1,0,0,0,0,0,9,1,42.10526316,42.10526316,8.77192982,5.26315789,1.75438596,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.32203621,120.756,85,85,3.436146,3.4805,550.3794877,135.957343,42.68334316,533.2059801,221.9040902,390.3,-4.3107241,-4.5843387,-4.666146,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,0.875,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,334.5,0.09,51,25,53,27,9,0,1,15,26,22,2,1,0,0,0,0,0,0,0,0,3,0,50.98039216,43.1372549,3.92156863,1.96078431,0,0,3,6,17,2,1,0,0,1,2,0,0,2,0,0,0,-0.86940663,102.3234,37.95,37.95,4.66595087,6.6103,478.3505818,42.05924366,0,464.6013289,193.7874299,329.05,-5.35605824,-5.75265333,-5.89595087,0,0.75,0.83333333,0.83333333,0.8,0.5,1,1,0.81666667,0.5,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,352.52,0.08615385,54,26,56,28,10,1,0,15,28,22,2,2,0,0,0,0,0,0,0,0,4,0,51.85185185,40.74074074,3.7037037,3.7037037,0,0,3,6,17,2,1,0,0,1,2,0,0,2,0,0,0,0.17497474,105.1663,57.25,57.25,4.26412044,5.7336,493.4362441,69.04200239,32.89718747,481.4950166,200.7110724,340.48,-5.01450237,-5.37091442,-5.49412044,0,0.75,0.83333333,0.83333333,0.8,0.5,1,1,0.81666667,0.33333333,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.11,0.25,2.7,6.6,1,0,0,0,1,2,468.55,0.06417112,60,34,62,36,8,5,0,12,26,25,4,3,0,0,2,0,0,0,0,0,9,2,43.33333333,41.66666667,6.66666667,5,3.33333333,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,0.20581834,123.6882,93.09,93.09,3.60773564,2.9404,603.5778526,161.2863525,36.02150137,571.8936877,237.7597081,435.65,-4.45657529,-4.74734886,-4.83773564,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.16666667,0.875,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,20.74,0.44,4.27,12.82,0,0,0,0,0,0,408.33,0.08923077,41,26,44,29,3,2,0,17,15,18,3,2,0,1,0,2,0,0,0,3,8,2,36.58536585,43.90243902,7.31707317,4.87804878,4.87804878,0,4,5,23,1,3,0,0,1,3,0,0,1,0,0,0,-0.25567146,103.3315,66.06,74.44,3.25756371,4.6568,435.2351606,62.49452016,16.66300743,447.0930233,186.6118948,316.21,-4.15892915,-4.41468552,-4.48756371,0,1,1,1,0.6,0.5,1,1,0.87142857,0.33333333,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,17.21,0.36,4.63,6.89,0,0,0,0,0,0,369.86,0.0942029,40,24,42,26,5,3,0,11,16,15,3,4,0,1,0,1,0,0,0,2,9,1,40,37.5,7.5,10,2.5,0,3,4,17,1,2,0,0,1,2,0,0,1,0,0,0,-0.17742472,89.666,92.36,100.74,1.47940062,2.6782,420.0201817,98.63933508,16.66300743,408.372093,170.7426611,295.22,-2.64749053,-2.72543059,-2.70940062,0,1,1,1,0.8,0.5,1,1,0.9,0.33333333,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1
1,16.32,0.35,2.29,10.78,0,0,0,0,0,0,436.39,0.08201058,47,28,50,31,4,2,0,17,19,20,3,2,0,1,0,2,0,0,0,3,8,2,40.42553191,42.55319149,6.38297872,4.25531915,4.25531915,0,4,5,23,1,3,0,0,1,3,0,0,1,0,0,0,-0.28779665,112.2739,66.06,74.44,3.69934355,5.558,491.5736002,62.49452016,16.66300743,493.9036545,205.7965797,350.81,-4.53444202,-4.83437637,-4.92934355,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15.82,0.34,1.74,10.45,0,0,0,0,0,0,436.39,0.08201058,47,28,50,31,4,2,0,17,19,20,3,2,0,1,0,2,0,0,0,3,8,2,40.42553191,42.55319149,6.38297872,4.25531915,4.25531915,0,4,5,23,1,3,0,0,1,3,0,0,1,0,0,0,-0.28779665,112.2739,66.06,74.44,3.69934355,5.558,491.5736002,62.49452016,16.66300743,493.9036545,205.7965797,350.81,-4.53444202,-4.83437637,-4.92934355,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.29,0.27,2.76,6.64,0,0,0,0,0,0,464.03,0.07311828,57,31,60,34,5,3,0,12,26,22,3,4,0,1,0,1,0,0,0,2,9,1,45.61403509,38.59649123,5.26315789,7.01754386,1.75438596,0,4,5,24,1,3,0,0,0,4,0,0,0,1,0,0,0.25692521,120.5867,92.94,101.32,2.45704659,3.5522,557.9684238,117.997829,32.89718747,547.0265781,227.5682697,401.32,-3.4784896,-3.65419426,-3.68704659,0,1,0.83333333,1,1,0.5,1,1,0.9047619,0.33333333,0.875,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,16.71,0.31,3.33,9.78,0,0,0,0,0,0,459.64,0.06773619,67,34,71,38,6,3,0,12,33,28,3,3,0,0,0,0,0,0,0,0,6,0,49.25373134,41.79104478,4.47761194,4.47761194,0,0,5,8,28,2,3,0,1,1,2,1,0,0,0,2,0,0.11830245,131.1105,78.51,78.51,3.29680742,4.2042,612.5004954,114.5805964,36.02150137,597.8903655,248.4140842,444.97,-4.19228631,-4.45196705,-4.52680742,0,1,0.83333333,1,1,1,1,1,0.97619048,0.16666667,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.46,0.25,2.52,7.94,0,0,0,0,0,0,463.52,0.06595365,57,34,60,37,5,3,0,18,23,26,3,3,0,0,2,0,0,0,0,0,8,2,40.35087719,45.61403509,5.26315789,5.26315789,3.50877193,0,4,7,25,2,2,0,0,0,3,1,0,0,0,2,0,0.17664638,123.0345,78.51,78.51,3.41691996,3.5759,563.1150058,144.5008229,36.02150137,553.538206,230.2369697,416.05,-4.29438197,-4.56607396,-4.64691996,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.16666667,0.875,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,16.9,0.31,3.53,9.81,0,0,0,0,0,0,455.6,0.06595365,63,34,66,37,5,3,0,18,29,28,3,3,0,0,0,0,0,0,0,0,6,0,46.03174603,44.44444444,4.76190476,4.76190476,0,0,4,7,25,2,2,0,0,0,3,1,0,0,0,2,0,0.11830245,131.6575,78.51,78.51,3.07918765,3.7474,620.0765542,114.5805964,36.02150137,594.5016611,247.025271,438.51,-4.00730951,-4.24522827,-4.30918765,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.16666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.41,0.21,1.12,7.1,0,0,0,0,0,0,448.54,0.07007576,58,33,62,37,5,2,0,17,25,25,4,3,0,0,1,0,0,0,0,0,8,1,43.10344828,43.10344828,6.89655172,5.17241379,1.72413793,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.3520827,123.2849,72.11,72.11,4.39044908,4.2026,555.6989624,119.1718134,42.68334316,540.0332226,224.7021404,396.6,-5.12188172,-5.49092662,-5.62044908,0,0.75,1,1,0.8,0.5,1,1,0.86428571,0.16666667,0.75,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,373.39,0.09,39,25,41,27,3,3,0,11,14,15,3,3,0,1,3,0,0,0,0,1,10,3,35.8974359,38.46153846,7.69230769,7.69230769,7.69230769,0,3,4,17,1,2,0,0,1,2,0,0,1,0,0,0,-0.1587753,85.4948,83.13,91.51,1.81688783,3.2732,392.004032,132.519787,16.66300743,387.0598007,162.008115,289.43,-2.93435466,-3.04604344,-3.04688783,0,1,1,1,0.8,0.5,1,1,0.9,0.5,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1
1,23.15,0.44,5.42,12.38,0,0,0,0,0,0,406.53,0.07389163,57,29,58,30,10,2,0,11,28,21,4,2,0,0,2,0,0,0,0,0,8,2,49.12280702,36.84210526,7.01754386,3.50877193,3.50877193,0,2,2,11,0,2,0,0,1,1,0,0,0,0,0,0,0.26204073,107.1716,76.02,76.02,3.96649952,4.097,559.372714,133.0171115,36.02150137,515.1328904,214.4970862,380.58,-4.76152459,-5.08817454,-5.19649952,0,1,0.83333333,0.83333333,1,1,1,1,0.95238095,0.16666667,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
1,18.7,0.36,5.43,10.23,0,0,0,0,0,0,433.56,0.07096774,60,31,62,33,8,2,0,11,29,22,5,2,0,0,2,0,0,0,0,0,9,2,48.33333333,36.66666667,8.33333333,3.33333333,3.33333333,0,3,3,16,0,3,0,0,2,1,0,0,0,0,0,0,0.25692521,114.4469,79.26,79.26,3.4222057,2.5256,575.5161794,136.1414254,36.02150137,537.076412,223.4903328,396.52,-4.29887485,-4.57109542,-4.6522057,0,1,1,1,1,1,1,1,1,0.16666667,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,361.82,0.09486166,37,23,38,24,5,2,0,12,14,15,1,3,0,1,2,1,0,0,0,2,8,3,37.83783784,40.54054054,2.7027027,8.10810811,8.10810811,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.1977488,84.8539,57.61,65.99,3.34538605,4.0571,417.6245497,118.4350824,42.68334316,389.3521595,162.9476063,288.93,-4.23357814,-4.49811674,-4.57538605,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
1,13.66,0.25,2.66,8.05,0,0,0,0,0,0,477.59,0.06386555,63,35,66,38,9,3,0,17,28,26,5,3,0,0,1,0,0,0,0,0,9,1,44.44444444,41.26984127,7.93650794,4.76190476,1.58730159,0,4,4,22,0,4,0,0,2,2,0,0,0,0,0,0,-0.34463809,132.5525,83.2,83.2,3.36639984,3.3692,611.7299729,116.8109398,18.01075068,590.9136213,245.5547628,434.62,-4.25143986,-4.51807985,-4.59639984,0,1,0.83333333,0.83333333,0.8,0.5,1,1,0.85238095,0.16666667,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.21,0.26,3.19,7.38,0,0,0,0,0,0,477.59,0.06386555,63,35,66,38,9,3,0,17,28,26,5,3,0,0,1,0,0,0,0,0,9,1,44.44444444,41.26984127,7.93650794,4.76190476,1.58730159,0,4,4,22,0,4,0,0,2,2,0,0,0,0,0,0,0.19051903,132.6667,94.2,94.2,3.36639984,3.0231,618.7014157,148.494395,60.69409384,590.9136213,245.5547628,434.62,-4.25143986,-4.51807985,-4.59639984,0,1,0.83333333,0.83333333,0.8,0.5,1,1,0.85238095,0.16666667,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
