Actividad,Ligand.Efficiency.BEI,Ligand.Efficiency.LE,Ligand.Efficiency.LLE,Ligand.Efficiency.SEI,VALENCE,TOT_CHG,ATOM_CHG,NON_STD_ATOM,AROMATICITY,N_WARNINGS,MW,GD,nAT,nSK,nBT,nBO,RBN,nDB,nTB,nAB,nH,nC,nN,nO,nP,nS,nF,nCL,nBR,nI,nB,nHM,nHet,nX,H.,C.,N.,O.,X.,totalcharge,nCIC,nCIR,TRS,Rbrid,NRS,nR03,nR04,nR05,nR06,nR07,nR08,nR09,nR10,nR11,nR12,Hy,AMR,TPSA.NO.,TPSA.Tot.,MLOGP,ALOGP,SAtot,SAacc,SAdon,Vx,VvdwMG,VvdwZAZ,BLTF96,BLTD48,BLTA96,Ro5,DLS_01,DLS_02,DLS_03,DLS_04,DLS_05,DLS_06,DLS_07,DLS_cons,LLS_01,LLS_02,CMC.80,CMC.50,Inflammat.80,Inflammat.50,Depressant.80,Depressant.50,Psychotic.80,Psychotic.50,Hypertens.80,Hypertens.50,Hypnotic.80,Hypnotic.50,Neoplastic.80,Neoplastic.50,Infective.80,Infective.50
1,0,0,0,0,0,0,0,0,0,0,461.59,0.06595365,62,34,65,37,5,3,0,17,28,26,5,2,0,0,1,0,0,0,0,0,8,1,45.16129032,41.93548387,8.06451613,3.22580645,1.61290323,0,4,4,23,0,4,0,0,1,3,0,0,0,0,0,0,0.17664638,129.8325,83.24,83.24,3.84672918,4.1395,604.3435091,120.6974887,49.68271702,581.1627907,241.5585208,425.83,-4.6597198,-4.97439272,-5.07672918,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.16666667,0.875,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,20.84,0.46,2.71,16.05,0,0,0,0,0,0,287.84,0.12418301,36,18,37,19,2,2,0,6,18,13,1,2,0,1,0,1,0,0,0,2,5,1,50,36.11111111,2.77777778,5.55555556,2.77777778,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.70896043,74.1897,37.38,45.76,2.71630844,3.8081,370.8777633,45.83151273,0,348.372093,146.1524971,252.22,-3.69886217,-3.90049302,-3.94630844,0,1,1,1,1,0.5,1,1,0.92857143,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
0,10.42,0.19,0.71,5.79,0,0,0,0,0,0,505.63,0.06116643,65,38,70,43,6,1,0,28,27,29,7,2,0,0,0,0,0,0,0,0,9,0,41.53846154,44.61538462,10.76923077,3.07692308,0,0,6,7,35,1,5,0,0,2,3,1,0,0,0,1,0,-0.75774693,145.2455,90.96,90.96,3.31723746,4.372,615.0484208,106.0436807,0,624.10299,259.1569631,439.22,-4.20965184,-4.47137559,-4.54723746,0,0.75,0.5,0.83333333,0.7,0.5,0.83333333,1,0.73095238,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.62,0.28,2.85,9.64,0,0,0,0,0,0,514.53,0.06156156,59,37,63,41,5,1,0,22,22,25,6,2,0,0,4,0,0,0,0,0,12,4,37.28813559,42.37288136,10.16949153,3.38983051,6.77966102,0,5,6,29,1,4,0,0,2,2,1,0,0,0,1,0,-0.67072209,128.8283,78.07,78.07,3.87263398,4.7235,566.4192109,149.0986042,0,565.0664452,234.9616579,414.48,-4.68173888,-4.99900228,-5.10263398,0,0.75,0.83333333,0.83333333,0.7,0.5,0.83333333,1,0.77857143,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.18,0.19,0.5,6.65,0,0,0,0,0,0,510.57,0.06156156,62,37,66,41,5,1,0,22,25,26,6,2,0,0,3,0,0,0,0,0,11,3,40.32258065,41.93548387,9.67741935,3.22580645,4.83870968,0,5,6,29,1,4,0,0,2,2,1,0,0,0,1,0,-0.69755098,133.2495,78.07,78.07,3.97212833,4.723,595.9528373,134.1384909,0,585.5481728,243.3558085,425.71,-4.76630908,-5.09352191,-5.20212833,0,0.75,0.83333333,0.83333333,0.7,0.5,0.83333333,1,0.77857143,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17.39,0.36,2.47,9.22,0,0,0,0,0,0,395.94,0.08307692,48,26,49,27,8,3,0,12,22,19,1,4,0,1,0,1,0,0,0,2,7,1,45.83333333,39.58333333,2.08333333,8.33333333,2.08333333,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.29369258,102.7977,74.68,83.06,3.72351767,5.0975,518.7765264,113.6597829,42.68334316,479.7342193,199.9894341,352.14,-4.55499002,-4.85734178,-4.95351767,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,15.85,0.29,2.35,12.81,0,0,0,0,0,0,457.62,0.06773619,65,34,69,38,5,2,0,17,31,28,3,3,0,0,0,0,0,0,0,0,6,0,47.69230769,43.07692308,4.61538462,4.61538462,0,0,5,5,29,0,5,0,0,1,4,0,0,0,0,0,0,-0.81681499,133.5631,56.59,56.59,3.49085346,3.4197,602.9652016,67.05454625,0,590.7475083,245.4866837,431.43,-4.35722544,-4.63631079,-4.72085346,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.33333333,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.24,0.26,3.24,8,0,0,0,0,0,0,539.69,0.05974395,68,38,72,42,7,4,0,17,30,27,5,4,0,1,1,0,0,0,0,1,11,1,44.11764706,39.70588235,7.35294118,5.88235294,1.47058824,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.70548852,143.6533,89.26,97.64,3.97394141,4.4555,652.9736249,122.319983,0,640.3322259,265.8082893,469.5,-4.7678502,-5.09524434,-5.20394141,0,0.75,0.66666667,0.83333333,0.7,0.5,0.83333333,1,0.7547619,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23.43,0.48,4.71,13.4,0,0,0,0,0,0,377.85,0.09333333,38,25,41,28,2,2,0,17,13,17,3,2,0,1,1,1,0,0,0,2,8,2,34.21052632,44.73684211,7.89473684,5.26315789,5.26315789,0,4,7,23,2,2,0,0,1,3,0,0,1,1,0,0,-0.23781226,95.3514,66.06,74.44,3.18251787,4.5354,390.5903056,77.45463343,16.66300743,406.2790698,169.8848647,289.77,-4.09514019,-4.34339197,-4.41251787,0,1,1,1,0.4,0,1,1,0.77142857,0.33333333,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,21.7,0.45,4.46,12.92,0,0,0,0,0,0,393.47,0.09230769,39,26,43,30,3,2,0,16,13,17,3,2,0,2,2,0,0,0,0,2,9,2,33.33333333,43.58974359,7.69230769,5.12820513,5.12820513,0,5,8,25,2,3,1,0,2,2,0,0,1,1,0,0,-0.21765034,96.1668,66.06,102.68,3.13967149,4.3344,377.2133306,92.4147467,16.66300743,405.1328904,169.415119,289.42,-4.05872077,-4.30268791,-4.36967149,0,1,1,1,0.6,0.5,1,1,0.87142857,0.33333333,0.875,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,10.34,0.22,-1.18,7.67,1,0,0,0,1,2,443.38,0.07881773,45,29,48,32,4,2,0,18,16,21,4,1,0,1,0,2,0,0,0,3,8,2,35.55555556,46.66666667,8.88888889,2.22222222,4.44444444,0,4,5,24,1,3,0,0,0,4,0,0,0,1,0,0,-0.30230255,120.7733,59.81,85.11,4.92169838,5.6391,497.1756322,79.85105071,18.01075068,502.7076412,209.404771,362.4,-5.57344362,-5.99561346,-6.15169838,0,0.75,0.83333333,1,0.4,0,1,1,0.71190476,0.16666667,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23.39,0.49,5.14,14.65,0,0,0,0,0,0,413.83,0.08547009,38,27,41,30,2,2,0,17,11,17,3,2,0,1,3,1,0,0,0,2,10,4,28.94736842,44.73684211,7.89473684,5.26315789,10.52631579,0,4,7,23,2,2,0,0,1,3,0,0,1,1,0,0,-0.19902442,95.8371,66.06,74.44,3.41239632,4.9885,396.2578693,107.37486,16.66300743,412.1262459,172.2812483,301.91,-4.29053687,-4.5617765,-4.64239632,0,1,1,1,0.4,0,1,1,0.77142857,0.33333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,22.97,0.47,4.54,13.14,0,0,0,0,0,0,377.85,0.09333333,38,25,41,28,2,2,0,17,13,17,3,2,0,1,1,1,0,0,0,2,8,2,34.21052632,44.73684211,7.89473684,5.26315789,5.26315789,0,4,7,23,2,2,0,0,1,3,0,0,1,1,0,0,-0.23781226,95.3514,66.06,74.44,3.18251787,4.5354,390.5903056,77.45463343,16.66300743,406.2790698,169.8848647,289.77,-4.09514019,-4.34339197,-4.41251787,0,1,1,1,0.4,0,1,1,0.77142857,0.33333333,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,21,0.41,4.11,8.68,0,0,0,0,0,0,326.41,0.1027668,37,23,40,26,2,2,0,17,14,16,4,2,0,1,0,0,0,0,0,1,7,0,37.83783784,43.24324324,10.81081081,5.40540541,0,0,4,7,23,2,2,0,0,1,3,0,0,1,1,0,0,-0.24064481,88.1733,78.95,87.33,1.5449626,2.5149,361.0351479,79.28004971,16.66300743,376.1960133,157.5557432,262.19,-2.70321821,-2.78771447,-2.7749626,0,1,1,1,0.6,0,1,1,0.8,0.5,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1
1,21.64,0.45,5.05,9.02,0,0,0,0,0,0,349.83,0.1027668,35,23,38,26,2,2,0,16,12,14,5,2,0,1,0,1,0,0,0,2,9,1,34.28571429,40,14.28571429,5.71428571,2.85714286,0,4,7,22,2,2,0,0,2,2,0,0,2,0,0,1,-0.15485279,87.7867,83.88,92.26,2.9083898,3.1335,358.6167351,79.28004971,16.66300743,373.4385382,156.4256304,256.44,-3.86213133,-4.08297031,-4.1383898,0,1,1,1,0.4,0,1,1,0.77142857,0.5,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1
1,20.21,0.41,4.97,9.45,0,0,0,0,0,0,446.95,0.07586207,49,30,52,33,4,3,0,17,19,20,4,4,0,1,0,1,0,0,0,2,10,1,38.7755102,40.81632653,8.16326531,8.16326531,2.04081633,0,4,7,23,2,2,0,0,1,3,0,0,1,1,0,0,-0.24987445,114.7375,95.6,103.98,2.20864934,4.2994,505.2035999,101.763649,16.66300743,502.5083057,209.3230761,361.54,-3.26735194,-3.41821687,-3.43864934,0,1,1,1,0.6,0,1,1,0.8,0.33333333,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,16.66,0.32,4.22,10,0,0,0,0,0,0,475.65,0.06417112,69,34,71,36,10,2,0,11,35,25,5,2,0,0,2,0,0,0,0,0,9,2,50.72463768,36.23188406,7.24637681,2.89855072,2.89855072,0,3,3,16,0,3,0,0,2,1,0,0,0,0,0,0,0.20581834,128.0439,79.26,79.26,4.04533561,3.8248,657.5025274,136.1414254,36.02150137,607.2923588,252.2673602,448.42,-4.82853527,-5.16306883,-5.27533561,0,1,0.66666667,0.83333333,1,1,1,1,0.92857143,0.16666667,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17.71,0.34,4.14,13.49,0,0,0,0,0,0,473.68,0.06595365,71,34,74,37,9,1,0,11,37,26,5,1,0,0,2,0,0,0,0,0,8,2,52.11267606,36.61971831,7.04225352,1.4084507,2.81690141,0,4,5,22,1,3,0,0,2,2,0,0,0,1,0,0,0.17664638,131.1286,62.19,62.19,4.67949432,4.6811,643.6828728,110.9964984,36.02150137,610.0498339,253.3974729,447.21,-5.36757017,-5.76551961,-5.90949432,0,0.75,0.66666667,0.83333333,1,1,1,1,0.89285714,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.1,0.21,2.59,5.19,0,0,0,0,0,0,423.53,0.07526882,56,31,60,35,3,1,0,16,25,21,7,3,0,0,0,0,0,0,0,0,10,0,44.64285714,37.5,12.5,5.35714286,0,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.67121369,115.3161,90.54,90.54,2.99087715,0.8993,509.9710798,103.504875,0,507.5083057,211.3722564,359.61,-3.93224558,-4.1613333,-4.22087715,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.5,0.875,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,14.55,0.27,3.72,7.98,0,0,0,0,0,0,493.71,0.06031746,75,36,77,38,10,3,0,12,39,29,3,4,0,0,0,0,0,0,0,0,7,0,52,38.66666667,4,5.33333333,0,0,3,4,18,1,2,0,0,0,3,0,0,0,1,0,0,0.12083982,140.7558,89.95,89.95,2.46512659,4.1104,736.0867038,142.3775027,60.69409384,667.1262459,276.789445,495.78,-3.4853576,-3.66187026,-3.69512659,0,1,0.66666667,0.83333333,1,1,1,1,0.92857143,0.33333333,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17.57,0.35,3.53,7.96,0,0,0,0,0,0,455.74,0.06666667,72,31,72,31,13,2,0,5,41,23,3,4,0,1,0,0,0,0,0,1,8,0,56.94444444,31.94444444,4.16666667,5.55555556,0,0,1,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0.87603571,125.5089,100.55,128.79,2.32242298,4.0226,741.0076932,156.780116,78.70484453,625.6478405,259.7900986,459.31,-3.36405953,-3.52630183,-3.55242298,0,1,0.66666667,0.83333333,1,1,0.83333333,0.5,0.83333333,0.33333333,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15.62,0.3,3.21,10.62,1,0,0,0,1,2,408.92,0.08128079,50,29,54,33,4,4,0,11,21,22,4,2,0,0,0,1,0,0,0,1,7,1,42,44,8,4,2,0,5,6,26,1,4,1,0,1,3,0,0,0,1,0,0,-0.75105911,113.3409,60.13,60.13,3.48418214,1.7918,480.6654925,73.3240114,0,484.6179402,201.9909591,358.59,-4.35155482,-4.62997303,-4.71418214,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,0.875,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
1,14.65,0.28,3.56,9.51,1,0,0,0,1,2,450.43,0.07056452,50,32,53,35,5,4,0,11,18,21,4,3,0,0,4,0,0,0,0,0,11,4,36,42,8,6,8,0,4,5,23,1,3,0,0,1,3,0,0,0,1,0,0,-0.65047455,108.8433,69.36,69.36,2.72504659,1.7813,485.714313,144.1643524,0,480.3654485,200.2481346,371.51,-3.7062896,-3.90879426,-3.95504659,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.33333333,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,544.19,0.06349206,66,36,70,40,8,3,0,17,30,27,3,3,0,2,0,1,0,0,0,3,9,1,45.45454545,40.90909091,4.54545455,4.54545455,1.51515152,0,5,8,29,3,3,0,0,2,2,1,1,0,0,1,1,0.17597383,146.0925,78.51,115.13,3.68636656,5.292,649.0225077,106.9979411,34.41574813,649.1362126,269.4164806,469,-4.52341157,-4.82204823,-4.91636656,0,0.75,0.83333333,0.83333333,0.7,0.5,0.83333333,1,0.77857143,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.01,0.26,1.97,9.64,0,0,0,0,0,0,520.15,0.06386555,69,35,72,38,10,3,0,12,34,26,3,4,0,1,0,1,0,0,0,2,9,1,49.27536232,37.68115942,4.34782609,5.79710145,1.44927536,0,4,5,23,1,3,0,0,1,3,0,0,0,1,0,0,-0.73701737,140.3776,70.16,78.54,3.28140418,5.42,663.5834193,88.22495543,0,640.6478405,265.9376396,470.52,-4.17919355,-4.43733397,-4.51140418,0,0.75,0.66666667,0.66666667,0.9,1,0.83333333,1,0.83095238,0.16666667,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15.22,0.29,2.13,7.89,0,0,0,0,0,0,485.49,0.06386555,54,35,57,38,7,0,1,22,19,23,7,1,0,0,4,0,0,0,0,0,12,4,35.18518519,42.59259259,12.96296296,1.85185185,7.40740741,0,4,4,22,0,4,0,0,2,2,0,0,0,0,0,0,-0.25959763,118.7091,93.58,93.58,4.27905794,4.5702,542.1661227,170.144514,18.01075068,535.9800665,223.0410108,391.81,-5.02719925,-5.38510505,-5.50905794,0,0.75,0.83333333,1,0.8,0.5,1,1,0.84047619,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.24,0.29,1.08,11.05,0,0,0,0,0,0,468.98,0.07096774,54,31,56,33,7,4,0,12,23,23,0,4,0,1,2,1,0,0,0,2,8,3,42.59259259,42.59259259,0,7.40740741,5.55555556,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.73513881,116.5203,60.44,68.82,5.38863065,6.2744,568.82017,110.3779935,0,537.4418605,223.6401068,407.48,-5.97033606,-6.43919912,-6.61863065,0,0.75,0.66666667,0.83333333,0.7,0.5,0.83333333,1,0.7547619,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.5,0.3,1.08,8.99,0,0,0,0,0,0,442.94,0.07635468,50,29,52,31,6,3,0,12,21,21,0,4,0,1,2,1,0,0,0,2,8,3,42,42,0,8,6,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.30230255,105.9818,71.44,79.82,5.04380306,5.5904,531.6078427,142.0614488,42.68334316,497.7740864,207.3828223,375.52,-5.6772326,-6.1116129,-6.27380306,0,0.75,0.83333333,0.83333333,0.7,0.5,0.83333333,1,0.77857143,0.16666667,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18.19,0.33,2.78,11.17,0,0,0,0,0,0,428.51,0.07258065,53,32,57,36,5,0,0,27,21,24,6,1,0,0,1,0,0,0,0,0,8,1,39.62264151,45.28301887,11.32075472,1.88679245,1.88679245,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.34072476,120.3351,69.79,69.79,4.44680954,5.0956,498.9399951,94.32734049,18.01075068,515.9966777,214.8510974,356.64,-5.16978811,-5.54446906,-5.67680954,0,0.75,1,1,0.6,0,1,1,0.76428571,0.16666667,0.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,14.44,0.27,1.02,10.5,0,0,0,0,0,0,407.56,0.07586207,59,30,62,33,6,1,0,16,29,24,3,3,0,0,0,0,0,0,0,0,6,0,49.15254237,40.6779661,5.08474576,5.08474576,0,0,4,5,23,1,3,0,0,1,3,0,0,1,0,0,0,-0.79236111,116.4435,56.07,56.07,2.96693801,4.4919,546.1546317,67.05454625,0,529.4518272,220.365503,379.87,-3.91189731,-4.13859111,-4.19693801,0,1,1,1,1,0.5,1,1,0.92857143,0.5,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
0,12.94,0.23,1.54,5.57,0,0,0,0,0,0,397.47,0.07586207,49,30,52,33,6,1,1,22,19,23,5,2,0,0,0,0,0,0,0,0,7,0,38.7755102,46.93877551,10.20408163,4.08163265,0,0,4,5,23,1,3,0,0,1,3,0,0,1,0,0,0,-0.34891959,111.6773,92.31,92.31,2.10142683,3.6515,493.7631861,118.7859805,18.01075068,493.7375415,205.7285006,351.68,-3.1762128,-3.31635549,-3.33142683,0,1,1,1,0.6,0,1,1,0.8,0.33333333,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
1,16.26,0.3,2.69,8.05,0,0,0,0,0,0,439.43,0.07258065,48,32,52,36,3,0,1,21,16,22,5,2,0,0,3,0,0,0,0,0,10,3,33.33333333,45.83333333,10.41666667,4.16666667,6.25,0,5,7,28,2,3,0,0,2,3,0,0,2,0,0,0,-0.27877481,108.6091,88.75,88.75,3.56911003,4.4471,461.722622,131.3880083,16.78552955,475.3488372,198.1921464,345.51,-4.42374353,-4.71065453,-4.79911003,0,1,1,1,0.6,0.5,1,1,0.87142857,0.33333333,0.875,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,17.36,0.32,1.67,10.43,0,0,0,0,0,0,400.49,0.07816092,51,30,55,34,3,0,1,21,21,24,4,1,0,0,1,0,0,0,0,0,6,1,41.17647059,47.05882353,7.84313725,1.96078431,1.96078431,0,5,7,28,2,3,0,0,2,3,0,0,2,0,0,0,-0.38193463,113.7023,66.63,66.63,3.68556799,5.4762,473.7809171,73.80488648,16.78552955,489.9833887,204.1899134,348.18,-4.52273279,-4.82128959,-4.91556799,0,1,1,1,0.8,0.5,1,1,0.9,0.33333333,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18.94,0.35,2.92,9.56,0,0,0,0,0,0,401.48,0.07816092,50,30,54,34,3,0,1,21,20,23,5,1,0,0,1,0,0,0,0,0,7,1,40,46,10,2,2,0,5,7,28,2,3,0,0,2,3,0,0,2,0,0,0,-0.34891959,111.141,79.52,79.52,4.32824558,5.0221,469.074053,90.46789391,16.78552955,483.1561462,201.3918632,341.88,-5.06900874,-5.4318333,-5.55824558,0,0.75,1,1,0.8,0.5,1,1,0.86428571,0.33333333,0.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,11.73,0.24,1.44,9.5,0,0,0,0,0,0,568.14,0.05974395,70,38,74,42,6,3,0,12,32,27,3,4,0,1,2,1,0,0,0,2,11,3,45.71428571,38.57142857,4.28571429,5.71428571,4.28571429,0,5,6,30,1,4,0,0,0,5,0,0,0,1,0,0,-0.70548852,143.23,70.16,78.54,3.94312659,5.8481,663.3891379,118.145182,0,651.8604651,270.5329775,487.6,-4.7416576,-5.06597026,-5.17312659,0,0.75,0.83333333,0.83333333,0.9,1,0.83333333,1,0.87857143,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.51,0.28,3.38,9.05,1,0,0,0,1,2,432.44,0.07311828,50,31,53,34,5,4,0,11,19,21,4,3,0,0,3,0,0,0,0,0,10,3,38,42,8,6,6,0,4,5,23,1,3,0,0,1,3,0,0,0,1,0,0,-0.67121369,108.6269,69.36,69.36,2.6181032,1.5758,482.8805312,129.2042391,0,477.4418605,199.0499428,365.44,-3.61538772,-3.80719804,-3.8481032,0,1,1,1,0.8,0.5,1,1,0.9,0.33333333,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1201.75,0.02380952,189,85,189,85,35,11,0,6,104,61,10,14,0,0,0,0,0,0,0,0,24,0,55.02645503,32.27513228,5.29100529,7.40740741,0,0,1,1,6,0,1,0,0,0,1,0,0,0,0,0,0,5.21162321,318.9763,335.76,335.76,-0.06717609,6.1693,1917.74645,489.7013679,180.1075068,1630.016611,671.416644,1236.7,-1.33290032,-1.25618272,-1.16282391,1,0.25,0.33333333,0.33333333,0.7,1,0.16666667,0,0.39761905,0.16666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,279.44,0.12280702,40,19,42,21,3,2,0,6,21,15,1,2,0,1,0,0,0,0,0,1,4,0,52.5,37.5,2.5,5,0,0,3,6,18,3,1,0,0,1,1,1,1,0,0,1,1,-0.30102199,76.773,46.17,54.55,2.43644563,2.8953,366.0865877,60.71794951,16.40499744,356.8106312,149.6109144,259.25,-3.46097879,-3.63462335,-3.66644563,0,1,1,1,1,0.5,1,1,0.92857143,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
1,18.42,0.37,5.53,14.76,0,0,0,0,0,0,538.59,0.06306306,60,37,65,42,3,2,0,17,23,25,4,2,0,1,5,0,0,0,0,1,12,5,38.33333333,41.66666667,6.66666667,3.33333333,8.33333333,0,6,9,34,3,3,0,0,3,2,1,1,0,0,1,1,-0.28446923,126.8165,67.23,75.61,5.55208012,5.3718,550.19966,153.8226061,16.40499744,565.3820598,235.0910081,423.52,-6.1092681,-6.59447612,-6.78208012,1,0.5,0.5,0.66666667,0.6,0.5,0.66666667,1,0.63333333,0.33333333,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17.47,0.34,4.87,13.89,0,0,0,0,0,0,534.63,0.06306306,63,37,68,42,3,2,0,17,26,26,4,2,0,1,4,0,0,0,0,1,11,4,41.26984127,41.26984127,6.34920635,3.17460317,6.34920635,0,6,9,34,3,3,0,0,3,2,1,1,0,0,1,1,-0.31129811,132.5688,67.23,75.61,5.38285346,5.9563,574.0552244,138.7399707,16.40499744,585.8637874,243.4851588,434.75,-5.96542544,-6.43371079,-6.61285346,1,0.5,0.5,0.66666667,0.6,0.5,0.66666667,1,0.63333333,0.33333333,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,1,2,466.88,0.07056452,50,32,53,35,5,4,0,11,18,21,4,3,0,0,3,1,0,0,0,1,11,4,36,42,8,6,8,0,4,5,23,1,3,0,0,1,3,0,0,0,1,0,0,-0.65047455,113.4317,69.36,69.36,2.83106399,2.2402,504.2824323,129.2042391,0,497.7740864,207.3828223,380.65,-3.79640439,-4.00951079,-4.06106399,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.33333333,0.875,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,18.38,0.4,3.78,13.45,0,0,0,0,0,0,445.45,0.07671958,54,28,55,29,9,2,0,12,26,20,2,3,0,1,0,2,0,0,0,3,8,2,48.14814815,37.03703704,3.7037037,5.55555556,3.7037037,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.28779665,117.2778,60.85,69.23,3.69691711,5.0265,583.6421719,91.63916978,42.68334316,537.4418605,223.6401068,389.5,-4.53237955,-4.83207126,-4.92691711,0,1,1,0.83333333,1,1,1,1,0.97619048,0.16666667,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,20.63,0.45,3.43,14.41,0,0,0,0,0,0,402.37,0.08666667,46,25,47,26,7,2,0,12,21,18,1,3,0,1,0,2,0,0,0,3,7,2,45.65217391,39.13043478,2.17391304,6.52173913,4.34782609,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.27733075,103.6227,57.61,65.99,4.04280108,5.5741,511.5890942,88.51485589,42.68334316,474.0531562,197.6611296,343.9,-4.82638092,-5.16066103,-5.27280108,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17.95,0.38,5.41,9.74,0,0,0,0,0,0,569.56,0.05855856,67,37,69,39,13,3,0,17,30,25,4,5,0,1,0,2,0,0,0,3,12,2,44.7761194,37.31343284,5.97014925,7.46268657,2.98507463,0,3,3,17,0,3,0,0,1,2,0,0,0,0,0,0,-0.28446923,145.2173,104.97,113.35,2.72762596,4.4398,717.3336654,144.5695143,42.68334316,667.6578073,277.0072981,484.4,-3.70848206,-3.91124466,-3.95762596,0,0.75,0.5,0.66666667,0.9,1,0.66666667,0.5,0.71190476,0.33333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17.94,0.39,4.44,10.03,0,0,0,0,0,0,487.44,0.07096774,55,31,57,33,8,3,0,12,24,21,2,5,0,1,0,2,0,0,0,3,10,2,43.63636364,38.18181818,3.63636364,9.09090909,3.63636364,0,3,3,17,0,3,0,0,1,2,0,0,0,0,0,0,-0.26476208,121.2036,87.15,95.53,2.72504659,4.7479,592.9126214,127.7839847,42.68334316,555.166113,230.9041447,409.38,-3.7062896,-3.90879426,-3.95504659,0,1,0.83333333,1,1,0.5,1,1,0.9047619,0.33333333,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
