Actividad_500	MW	GD	nAT	nSK	nBT	nBO	RBN	nDB	nTB	nAB	nH	nC	nN	nO	nP	nS	nF	nCL	nBR	nI	nB	nHM	nHet	nX	H%	C%	N%	O%	X%	nStructures	totalcharge	nCIC	nCIR	TRS	Rbrid	NRS	nR03	nR04	nR05	nR06	nR07	nR08	nR09	nR10	nR11	nR12	Hy	AMR	TPSA(NO)	TPSA(Tot)	MLOGP	ALOGP	SAtot	SAacc	SAdon	Vx	VvdwMG	VvdwZAZ	BLTF96	BLTD48	BLTA96	Ro5	DLS_01	DLS_02	DLS_03	DLS_04	DLS_05	DLS_06	DLS_07	DLS_cons	LLS_01	LLS_02	CMC-80	CMC-50	Inflammat-80	Inflammat-50	Depressant-80	Depressant-50	Psychotic-80	Psychotic-50	Hypertens-80	Hypertens-50	Hypnotic-80	Hypnotic-50	Neoplastic-80	Neoplastic-50	Infective-80	Infective-50
1	55146	706	53	32	56	35	5	4	0	12	21	21	0	6	0	2	2	0	1	0	0	3	11	3	396226	396226	0	113208	56604	1	0	4	7	24	2	2	0	0	0	4	0	0	0	2	0	0	-6505	1176337	8674	1035	35162	32816	5.562.633	1405459	0	5422757	2256212	40596	-43788	-46604	-47462	0	75	8333	8333	7	5	8333	1	7786	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	52259	639	55	35	58	38	5	4	2	12	20	23	2	6	0	2	2	0	0	0	0	2	12	2	363636	418182	36364	109091	36364	1	0	4	7	24	2	2	0	0	0	4	0	0	0	2	0	0	-652	1214863	13432	15108	19702	2291	5.877.001	2026646	0	5646013	234771	43272	-30647	-31917	-32002	0	75	8333	8333	7	5	6667	1	7548	3333	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	51358	66	55	34	58	37	5	7	1	6	21	22	1	7	0	2	2	0	0	0	0	2	12	2	381818	40	18182	127273	36364	1	0	4	7	24	2	2	0	0	0	4	0	0	0	2	0	0	-6418	1193301	1276	14436	12943	8125	5.719.612	1967502	0	5486545	2282354	42939	-24901	-25496	-25243	0	75	8333	8333	7	5	6667	1	7548	3333	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	49758	682	54	33	57	36	5	4	1	12	21	22	1	6	0	2	2	0	0	0	0	2	11	2	388889	407407	18519	111111	37037	1	0	4	7	24	2	2	0	0	0	4	0	0	0	2	0	0	-661	1157486	11053	12729	25786	24121	5.581.008	1716053	0	5389037	2242392	4097	-35818	-37697	-38086	0	1	8333	1	8	5	1	1	8762	3333	875	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	55657	619	57	36	60	39	5	7	0	6	21	22	0	7	0	2	5	0	0	0	0	2	14	5	368421	385965	0	122807	87719	1	0	4	7	24	2	2	0	0	0	4	0	0	0	2	0	0	-6065	1195661	10381	12057	24305	18759	576.94	2105712	0	5551329	2308905	44188	-34559	-3629	-36605	0	75	8333	8333	7	5	8333	1	7786	3333	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	54057	639	56	35	59	38	5	4	0	12	21	22	0	6	0	2	5	0	0	0	0	2	13	5	375	392857	0	107143	89286	1	0	4	7	24	2	2	0	0	0	4	0	0	0	2	0	0	-6236	1159846	8674	1035	37256	34755	5.630.795	1854262	0	5453821	2268943	42219	-45568	-48593	-49556	0	75	8333	8333	7	5	8333	1	7786	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	52301	682	54	33	57	36	5	7	0	6	21	21	0	7	0	2	2	1	0	0	0	3	12	3	388889	388889	0	12963	55556	1	0	4	7	24	2	2	0	0	0	4	0	0	0	2	0	0	-631	1183972	10381	12057	21151	1598	5.637.638	1656908	0	543289	2260365	42158	-31878	-33293	-33451	0	75	8333	8333	7	5	8333	1	7786	3333	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	50701	706	53	32	56	35	5	4	0	12	21	21	0	6	0	2	2	1	0	0	0	3	11	3	396226	396226	0	113208	56604	1	0	4	7	24	2	2	0	0	0	4	0	0	0	2	0	0	-6505	1148157	8674	1035	34102	31976	5.499.034	1405459	0	5335382	2220402	40189	-42887	-45597	-46402	0	75	8333	8333	7	5	8333	1	7786	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	50855	682	53	33	56	36	5	4	0	12	20	21	0	6	0	2	4	0	0	0	0	2	12	4	377358	396226	0	113208	75472	1	0	4	7	24	2	2	0	0	0	4	0	0	0	2	0	0	-631	1104437	8674	1035	34102	29442	534.169	1704661	0	5190532	2161038	39882	-42887	-45597	-46402	0	75	8333	8333	7	5	8333	1	7786	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5706	601	60	37	63	40	7	4	0	12	23	23	0	7	0	2	5	0	0	0	0	2	14	5	383333	383333	0	116667	83333	1	0	4	7	24	2	2	0	0	0	4	0	0	0	2	0	0	-6171	1219242	9597	11273	31724	35242	6.042.719	1964261	0	5785382	2404829	44828	-40866	-43338	-44024	0	75	8333	8333	7	5	8333	1	7786	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	46399	764	49	29	51	31	5	4	0	12	20	19	1	4	0	2	2	1	0	0	0	3	10	3	408163	387755	20408	81633	61224	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-234	1073082	8031	9707	37486	42095	5.197.453	1349511	16405	5018439	2090508	37307	-45763	-48811	-49786	0	1	8333	1	8	5	1	1	8762	1667	875	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
0	41695	892	43	26	46	29	3	4	0	11	17	15	4	4	0	2	0	1	0	0	0	3	11	1	395349	348837	93023	93023	23256	1	0	4	7	23	3	2	0	0	1	3	0	1	1	0	1	0	-1416	985255	10344	1202	6555	18326	4.359.726	108326	16663	4412126	1842019	31501	-19471	-19427	-18855	0	1	1	1	8	5	1	1	9	5	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0
0	34044	942	41	24	43	26	4	3	0	12	17	20	0	2	0	1	1	0	0	0	0	1	4	1	414634	487805	0	4878	2439	1	0	3	4	17	1	2	0	0	1	2	0	0	1	0	0	0	-3831	981037	373	626	51868	47257	4.284.007	827884	426833	4173256	1744121	31408	-57988	-62475	-64168	0	75	8333	8333	5	5	8333	1	75	3333	875	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
0	44338	788	45	29	48	32	4	2	0	18	16	21	4	1	0	1	0	2	0	0	0	3	8	2	355556	466667	88889	22222	44444	1	0	4	5	24	1	3	0	0	0	4	0	0	0	1	0	0	-3023	1207733	5981	8511	49217	56391	4.971.756	798511	180108	5027076	2094048	3624	-55734	-59956	-61517	0	75	8333	1	4	0	1	1	7119	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	51804	651	63	36	68	41	4	0	0	17	27	25	7	0	0	0	3	1	0	0	0	1	11	4	428571	396825	111111	0	63492	1	0	6	8	35	3	4	0	0	2	3	2	0	0	1	0	0	-2999	1376895	7176	7176	57545	55555	5.793.685	13279	180108	5829402	242287	4235	-62813	-67868	-69845	1	5	5	6667	6	5	6667	1	6333	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	48647	677	54	34	58	38	5	0	0	16	20	21	6	1	0	0	6	0	0	0	0	0	13	6	37037	388889	111111	18519	111111	1	0	5	7	28	3	3	0	0	2	3	1	0	1	0	0	0	-217	1129105	6758	6758	43073	48548	4.967.076	1721297	180108	496113	206702	37009	-50512	-5412	-55373	0	75	8333	1	8	5	1	1	8405	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	50401	672	60	35	65	40	4	0	0	17	25	24	7	0	0	0	3	1	0	0	0	1	11	4	416667	40	116667	0	66667	1	0	6	8	35	3	4	0	0	2	3	2	0	0	1	0	0	-2879	1316684	7176	7176	63668	56081	5.526.791	133035	180108	5595349	2326946	4062	-68018	-73685	-75968	1	5	5	6667	6	5	6667	1	6333	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	53658	612	64	38	69	43	4	0	0	17	26	26	6	0	0	0	6	0	0	0	0	0	12	6	40625	40625	9375	0	9375	1	0	6	8	35	3	4	0	0	2	3	2	0	0	1	0	0	-296	1322373	5887	5887	59959	61943	5.711.748	1611298	180108	578206	2403467	4328	-64865	-70161	-72259	1	5	5	6667	6	5	6667	1	6333	3333	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	50401	672	60	35	65	40	4	0	0	17	25	24	7	0	0	0	3	1	0	0	0	1	11	4	416667	40	116667	0	66667	1	0	6	8	35	3	4	0	0	2	3	2	0	0	1	0	0	-2879	132365	7176	7176	55548	52297	5.532.917	13279	180108	5595349	2326946	4062	-61116	-65971	-67848	1	5	5	6667	6	5	6667	1	6333	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	48998	695	57	34	62	39	4	0	0	17	23	23	7	0	0	0	3	1	0	0	0	1	11	4	403509	403509	122807	0	70175	1	0	6	8	34	3	4	0	0	2	4	1	0	1	0	0	0	-2753	1270674	7176	7176	6164	51519	5.266.024	133035	180108	5361296	2231023	3889	-66294	-71758	-7394	0	75	5	8333	7	5	8333	1	731	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	52255	631	61	37	66	42	4	0	0	17	24	25	6	0	0	0	6	0	0	0	0	0	12	6	393443	409836	98361	0	98361	1	0	6	8	34	3	4	0	0	2	4	1	0	1	0	0	0	-2845	1276363	5887	5887	58004	57381	545.098	1611298	180108	5548007	2307544	4155	-63204	-68304	-70304	1	5	5	6667	6	5	6667	1	6333	3333	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	50852	651	58	36	63	41	4	0	0	17	22	24	6	0	0	0	6	0	0	0	0	0	12	6	37931	413793	103448	0	103448	1	0	6	8	33	3	4	0	0	3	3	1	1	0	0	0	0	-2724	1230353	5887	5887	56022	52819	5.190.213	1611298	180108	5313953	221162	3982	-61518	-66421	-68322	1	5	5	6667	6	5	6667	1	6333	3333	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	49053	672	58	35	63	40	4	0	0	17	23	24	6	0	0	0	5	0	0	0	0	0	11	5	396552	413793	103448	0	86207	1	0	6	8	33	3	4	0	0	3	3	1	1	0	0	0	0	-2879	1228189	5887	5887	55019	50764	5.161.875	1461697	180108	5284718	2199638	39213	-60666	-65468	-67319	0	75	5	8333	7	5	8333	1	731	3333	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	51958	631	63	37	68	42	4	0	0	17	26	25	7	0	0	0	5	0	0	0	0	0	12	5	412698	396825	111111	0	79365	1	0	6	8	35	3	4	0	0	2	3	2	0	0	1	0	0	-2845	1312102	6211	6211	53485	58242	5.584.077	149294	180108	5684551	2363505	42043	-59362	-64011	-65785	1	5	5	6667	6	5	6667	1	6333	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	50555	651	60	36	65	41	4	0	0	17	24	24	7	0	0	0	5	0	0	0	0	0	12	5	40	40	116667	0	83333	1	0	6	8	34	3	4	0	0	2	4	1	0	1	0	0	0	-2724	1265664	6211	6211	51488	52442	532.331	149294	180108	5450498	2267581	40313	-57665	-62114	-63788	1	5	5	6667	6	5	6667	1	6333	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	42388	798	44	27	45	28	8	3	1	6	17	16	3	3	0	1	3	1	0	0	0	2	11	4	386364	363636	68182	68182	90909	1	0	2	2	9	0	2	1	0	0	1	0	0	0	0	0	0	4139	927568	10426	11264	16957	30701	4.830.675	1798133	328972	4488372	1873267	3452	-28313	-29309	-29257	0	1	1	1	1	1	1	1	1	3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0
1	43791	767	47	28	48	29	8	3	1	6	19	17	3	3	0	1	3	1	0	0	0	2	11	4	404255	361702	6383	6383	85106	1	0	2	2	10	0	2	0	1	0	1	0	0	0	0	0	0	3884	973578	10426	11264	19256	35263	5.091.442	1798133	328972	4722425	1969191	3625	-30267	-31493	-31556	0	1	1	1	1	1	1	1	1	3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
1	42388	798	44	27	45	28	8	3	1	6	17	16	3	3	0	1	3	1	0	0	0	2	11	4	386364	363636	68182	68182	90909	1	0	2	2	9	0	2	1	0	0	1	0	0	0	0	0	0	4139	927568	10426	11264	16957	30701	4.830.675	1798133	328972	4488372	1873267	3452	-28313	-29309	-29257	0	1	1	1	1	1	1	1	1	3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0
1	43791	767	47	28	48	29	8	3	1	6	19	17	3	3	0	1	3	1	0	0	0	2	11	4	404255	361702	6383	6383	85106	1	0	2	2	10	0	2	0	1	0	1	0	0	0	0	0	0	3884	973578	10426	11264	19256	35263	5.091.442	1798133	328972	4722425	1969191	3625	-30267	-31493	-31556	0	1	1	1	1	1	1	1	1	3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
1	46597	713	53	30	54	31	8	3	1	6	23	19	3	3	0	1	3	1	0	0	0	2	11	4	433962	358491	56604	56604	75472	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	342	1065598	10426	11264	23716	44387	5.612.977	1798133	328972	5190532	2161038	3971	-34059	-3573	-36016	0	1	8333	1	1	1	1	1	9762	3333	875	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
1	42388	798	44	27	45	28	8	3	1	6	17	16	3	3	0	1	3	1	0	0	0	2	11	4	386364	363636	68182	68182	90909	1	0	2	2	9	0	2	1	0	0	1	0	0	0	0	0	0	4139	926324	10426	11264	16957	33027	485.602	1798133	328972	4488372	1873267	3452	-28313	-29309	-29257	0	1	1	1	1	1	1	1	1	3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0
1	44992	764	48	29	50	31	8	3	1	6	19	18	3	3	0	1	3	1	0	0	0	2	11	4	395833	375	625	625	83333	1	0	3	4	14	2	2	0	3	0	1	0	0	0	0	0	0	3645	998539	10426	11264	21508	33891	5.116.787	1798133	328972	477608	199118	36744	-32181	-33632	-33808	0	1	1	1	1	1	1	1	1	3333	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
1	34492	1095	38	21	40	23	3	2	1	5	17	14	2	2	0	2	0	1	0	0	0	3	7	1	447368	368421	52632	52632	26316	1	0	3	4	17	2	2	0	0	2	0	1	1	0	0	0	0	-1975	839791	6996	10658	21646	3429	4.087.836	917773	16405	3903322	1633493	28403	-32299	-33764	-33946	0	1	1	1	8	5	1	1	9	5	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1
1	36287	978	39	24	42	27	2	2	1	11	15	16	4	2	0	1	0	1	0	0	0	2	8	1	384615	410256	102564	51282	25641	1	0	4	7	23	3	2	0	0	1	3	0	1	1	0	1	0	-2186	911942	8985	9823	16698	26515	4.021.198	935539	16663	4036711	168816	29094	-28093	-29063	-28998	0	1	1	1	8	5	1	1	9	5	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1
1	41795	794	48	28	50	30	5	3	1	12	20	20	3	3	0	1	0	1	0	0	0	2	8	1	416667	416667	625	625	20833	1	0	3	3	19	0	3	0	0	0	2	1	0	0	0	0	0	-2878	1083275	9027	9865	23026	38174	5.090.074	1200465	180108	4942193	2059259	36501	-33472	-35075	-35326	0	1	1	1	8	5	1	1	9	3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
1	4779	688	47	31	48	32	8	3	1	12	16	19	3	3	0	1	4	1	0	0	0	2	12	5	340426	404255	6383	6383	106383	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	3528	1061625	10426	11264	31814	4484	5.276.429	1947734	328972	5005482	2085197	38435	-40942	-43423	-44114	0	1	8333	1	8	5	1	1	8762	1667	875	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	45991	713	47	30	48	31	8	3	1	12	17	19	3	3	0	1	3	1	0	0	0	2	11	4	361702	404255	6383	6383	85106	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	342	1059461	10426	11264	28045	42785	5.248.091	1798133	328972	4976246	2073216	37828	-37738	-39843	-40345	0	1	8333	1	8	5	1	1	8762	3333	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
0	38685	82	43	28	46	31	4	2	1	18	15	23	2	2	0	0	0	1	0	0	0	1	5	1	348837	534884	46512	46512	23256	1	0	4	5	23	1	3	0	0	1	3	0	0	1	0	0	0	-3938	1095688	6588	6588	42113	48415	4.562.014	852149	180108	4643355	1936785	34479	-49696	-53208	-54413	0	75	1	1	4	0	1	1	7357	1667	875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
1	37647	883	43	27	47	31	3	2	1	17	16	20	4	2	0	1	0	0	0	0	0	1	7	0	372093	465116	93023	46512	0	1	0	5	8	26	2	3	1	0	1	3	0	0	1	1	0	0	-3089	1032617	8985	9823	26811	40158	415.74	935539	16663	4374917	1826769	31375	-3669	-38671	-39111	0	1	1	1	4	5	1	1	8429	5	875	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0
1	40743	782	46	30	50	34	2	0	1	21	16	22	5	0	0	0	3	0	0	0	0	0	8	3	347826	478261	108696	0	65217	1	0	5	7	28	2	3	0	0	2	3	0	0	2	0	0	0	-3159	1053939	7029	7029	51002	52891	4.335.493	1093882	167855	4558472	1901997	32793	-57252	-61652	-63302	0	75	8333	8333	5	5	8333	1	75	3333	75	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	31744	1028	38	23	41	26	2	0	1	17	15	19	3	0	0	1	0	0	0	0	0	1	4	0	394737	50	78947	0	0	1	0	4	7	24	2	2	0	0	1	2	1	0	0	1	1	0	-3693	950166	4871	7695	38875	46843	3.788.734	658556	180108	3960465	1656912	28023	-46944	-50131	-51175	0	1	1	1	6	5	1	1	8714	5	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
1	44447	753	46	31	50	35	3	2	1	17	15	21	4	2	0	1	3	0	0	0	0	1	10	3	326087	456522	86957	43478	65217	1	0	5	8	26	2	3	1	0	1	3	0	0	1	1	0	0	-2648	1092354	8985	9823	32308	49581	4.503.181	1384342	16663	4696678	1958638	34926	-41362	-43893	-44608	0	1	1	1	6	5	1	1	8714	3333	875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0	40743	782	46	30	50	34	2	0	1	21	16	22	5	0	0	0	3	0	0	0	0	0	8	3	347826	478261	108696	0	65217	1	0	5	7	28	2	3	0	0	2	3	0	0	2	0	0	0	-3159	1053939	7029	7029	51002	52891	4.335.493	1093882	167855	4558472	1901997	32793	-57252	-61652	-63302	0	75	8333	8333	5	5	8333	1	75	3333	75	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	41795	794	48	28	50	30	5	3	1	12	20	20	3	3	0	1	0	1	0	0	0	2	8	1	416667	416667	625	625	20833	1	0	3	3	19	0	3	0	0	0	2	1	0	0	0	0	0	-2878	1083275	9027	9865	23026	38174	5.090.074	1200465	180108	4942193	2059259	36501	-33472	-35075	-35326	0	1	1	1	8	5	1	1	9	3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
0	38685	82	43	28	46	31	4	2	1	18	15	23	2	2	0	0	0	1	0	0	0	1	5	1	348837	534884	46512	46512	23256	1	0	4	5	23	1	3	0	0	1	3	0	0	1	0	0	0	-3938	1095688	6588	6588	42113	48415	4.562.014	852149	180108	4643355	1936785	34479	-49696	-53208	-54413	0	75	1	1	4	0	1	1	7357	1667	875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0	4325	701	53	33	57	37	6	1	1	27	20	28	2	3	0	0	0	0	0	0	0	0	5	0	377358	528302	37736	56604	0	1	0	5	8	29	2	3	0	0	1	4	0	0	2	0	0	0	-4422	1265534	7525	7525	39662	61631	5.292.109	1098875	426833	5384551	2240554	38543	-47613	-50879	-51962	0	1	1	1	6	0	1	1	8	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	34743	892	44	26	47	29	4	0	1	17	18	20	5	0	0	0	1	0	0	0	0	0	6	1	409091	454545	113636	0	22727	1	0	4	5	23	1	3	0	0	1	3	0	0	1	0	0	0	-3317	993578	6653	6653	46616	44533	423.961	974788	180108	4283721	1789394	30709	-53523	-57485	-58916	0	75	8333	1	8	5	1	1	8405	1667	875	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0
1	38394	867	47	25	48	26	7	3	1	6	22	17	3	3	0	1	0	1	0	0	0	2	8	1	468085	361702	6383	6383	21277	1	0	2	2	13	0	2	0	0	0	1	1	0	0	0	0	0	-2378	970961	9027	9865	15789	31112	4.958.771	1200465	180108	4634718	1933245	34429	-2732	-28199	-28089	0	1	1	1	1	5	1	1	9286	3333	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1	0
1	4259	769	46	27	46	27	10	3	1	6	19	16	3	3	0	1	3	1	0	0	0	2	11	4	413043	347826	65217	65217	86957	1	0	1	1	6	0	1	0	0	0	1	0	0	0	0	0	0	4139	947147	10426	11264	20877	35723	5.116.787	1798133	328972	4668771	1947201	35756	-31645	-33033	-33177	0	1	8333	8333	1	1	1	1	9524	3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
1	41187	8	43	26	43	26	9	3	1	6	17	15	3	3	0	1	3	1	0	0	0	2	11	4	395349	348837	69767	69767	93023	1	0	1	1	6	0	1	0	0	0	1	0	0	0	0	0	0	4411	901137	10426	11264	18528	31161	485.602	1798133	328972	4434718	1851278	34026	-29649	-30801	-30828	0	1	1	8333	1	5	1	1	9048	3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0
0	33881	942	39	24	41	26	5	2	1	12	15	19	2	2	0	0	0	1	0	0	0	1	5	1	384615	487179	51282	51282	25641	1	0	3	4	17	1	2	0	0	1	2	0	0	1	0	0	0	-342	937364	6588	6588	32932	36791	4.169.943	852149	180108	4101827	1714847	30677	-41892	-44485	-45232	0	1	1	1	6	5	1	1	8714	1667	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1
1	39784	833	40	25	40	25	8	3	1	6	15	14	3	3	0	1	3	1	0	0	0	2	11	4	375	35	75	75	10	1	0	1	1	6	0	1	0	0	0	1	0	0	0	0	0	0	4704	853591	10426	11264	16124	27949	4.595.253	1798133	328972	4200664	1755354	32296	-27606	-28518	-28424	0	1	1	1	8	5	1	1	9	3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0
0	4294	826	49	27	51	29	7	2	0	12	22	19	2	3	0	1	0	2	0	0	0	3	8	2	44898	387755	40816	61224	40816	1	0	3	3	16	0	3	0	1	0	2	0	0	0	0	0	0	9814	1080234	8363	9201	28181	40187	5.264.245	121412	755805	4959967	2066544	35984	-37854	-39972	-40481	0	1	1	1	1	1	1	1	1	3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
0	4176	82	51	28	54	31	7	2	0	16	23	20	3	3	0	2	0	0	0	0	0	2	8	0	45098	392157	58824	58824	0	1	0	4	5	21	1	3	0	1	1	2	0	0	1	0	0	0	9527	1115222	9652	13314	12116	27737	5.110.705	1381976	755805	4972924	2071854	35033	-24198	-2471	-24416	0	1	1	1	8	5	1	1	9	3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0
0	47149	736	58	30	60	32	7	2	0	12	28	22	2	3	0	1	0	2	0	0	0	3	8	2	482759	37931	34483	51724	34483	1	0	3	3	19	0	3	0	0	0	2	1	0	0	0	0	0	9001	1218264	8363	9201	34629	53873	6.046.547	121412	755805	5662126	2354314	41174	-43335	-46098	-46929	0	1	8333	1	1	1	1	1	9762	1667	875	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	43137	826	47	27	49	29	7	2	0	12	20	18	2	4	0	1	0	2	0	0	0	3	9	2	425532	382979	42553	85106	42553	1	0	3	3	16	0	3	0	1	0	2	0	0	0	0	0	0	10181	1049567	9286	10124	18232	27892	5.154.634	1324119	755805	4823422	2010583	35133	-29397	-3052	-30532	0	1	1	1	1	1	1	1	1	3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0
0	46543	736	52	30	54	32	8	2	0	18	22	22	2	3	0	1	0	2	0	0	0	3	8	2	423077	423077	38462	57692	38462	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	9001	1208246	8363	9201	36328	46563	5.714.934	121412	755805	5447841	2266492	39292	-44779	-47712	-48628	0	1	8333	1	6	5	1	1	8476	1667	875	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	38589	9	43	25	45	27	3	2	0	12	18	18	1	2	0	1	2	1	0	0	0	2	7	3	418605	418605	23256	46512	69767	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	3123	93892	6016	6854	44586	42029	4.436.134	1071304	328972	4317774	180335	31968	-51798	-55557	-56886	0	75	1	1	8	5	1	1	8643	5	875	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
1	44293	767	50	28	51	29	8	3	0	6	22	17	2	4	0	1	3	1	0	0	0	2	11	4	44	34	4	8	8	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	3884	984507	897	9808	20053	36311	5.149.232	1597539	328972	479701	1999758	36557	-30945	-32251	-32353	0	1	1	1	1	1	1	1	1	3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
1	4289	798	47	27	48	28	8	3	0	6	20	16	2	4	0	1	3	1	0	0	0	2	11	4	425532	340426	42553	85106	85106	1	0	2	2	11	0	2	0	0	1	1	0	0	0	0	0	0	4139	938497	897	9808	17755	31749	4.888.465	1597539	328972	4562957	1903835	34827	-28991	-30067	-30055	0	1	1	1	1	1	1	1	1	3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0
1	44293	767	50	28	51	29	8	3	0	6	22	17	2	4	0	1	3	1	0	0	0	2	11	4	44	34	4	8	8	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	3884	987901	897	9808	20053	3241	5.169.811	1597539	328972	479701	1999758	36557	-30945	-32251	-32353	0	1	1	1	1	1	1	1	1	3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
1	41487	831	44	26	45	27	8	3	0	6	18	15	2	4	0	1	3	1	0	0	0	2	11	4	409091	340909	45455	90909	90909	1	0	2	2	10	0	2	0	1	0	1	0	0	0	0	0	0	4411	892059	897	9808	15406	25949	4.627.697	1597539	328972	4328904	1807911	33097	-26995	-27835	-27706	0	1	1	1	1	1	1	1	1	3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0
1	4289	798	47	27	48	28	8	3	0	6	20	16	2	4	0	1	3	1	0	0	0	2	11	4	425532	340426	42553	85106	85106	1	0	2	2	11	0	2	0	0	1	1	0	0	0	0	0	0	4139	941891	897	9808	17755	27848	4.909.043	1597539	328972	4562957	1903835	34827	-28991	-30067	-30055	0	1	1	1	1	1	1	1	1	3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0
1	4449	767	48	28	49	29	8	3	0	6	20	16	2	5	0	1	3	1	0	0	0	2	12	4	416667	333333	41667	104167	83333	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	4237	95384	9893	10731	10163	24016	5.039.621	1707537	328972	4660465	1943797	35706	-22539	-22855	-22463	0	1	1	1	1	1	1	1	1	3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
